MANULIFE FINANCIAL CORP;0,06;CA56501R1064;Financiële waarden;Canada
MITSUBISHI ELECTRIC CORP;0,06;JP3902400005;Industrie;Japan
EVERSOURCE ENERGY;0,06;US30040W1080;Nutsbedrijven;Verenigde Staten
WASTE CONNECTIONS INC;0,06;CA94106B1013;Industrie;Verenigde Staten
WILLIS TOWERS WATSON PLC;0,06;IE00BDB6Q211;Financiële waarden;Verenigde Staten
WALGREEN BOOTS ALLIANCE INC;0,06;US9314271084;Basis-consumentengoederen;Verenigde Staten
ROCKWELL AUTOMATION INC;0,06;US7739031091;Industrie;Verenigde Staten
VERISK ANALYTICS INC;0,06;US92345Y1064;Industrie;Verenigde Staten
AMADEUS IT GROUP SA;0,06;ES0109067019;IT;Spanje
NIPPON TELEGRAPH AND TELEPHONE COR;0,06;JP3735400008;Communicatie;Japan
INVESTOR B;0,06;SE0000107419;Financiële waarden;Zweden
MICROCHIP TECHNOLOGY INC;0,06;US5950171042;IT;Verenigde Staten
MOTOROLA SOLUTIONS INC;0,06;US6200763075;IT;Verenigde Staten
PUBLIC SERVICE ENTERPRISE GROUP IN;0,06;US7445731067;Nutsbedrijven;Verenigde Staten
ALCON AG;0,06;CH0432492467;Gezondheidszorg;Zwitserland
ADYEN NV;0,06;NL0012969182;IT;Nederland
FRANCO NEVADA CORP;0,06;CA3518581051;Materialen;Canada
TWILIO INC CLASS A;0,06;US90138F1021;IT;Verenigde Staten
FORD MOTOR CO;0,06;US3453708600;Luxe-consumentengoederen;Verenigde Staten
CLOROX;0,06;US1890541097;Basis-consumentengoederen;Verenigde Staten
RESMED INC;0,06;US7611521078;Gezondheidszorg;Verenigde Staten
KONE;0,06;FI0009013403;Industrie;Finland
SOFTBANK CORP;0,06;JP3732000009;Communicatie;Japan
ANSYS INC;0,06;US03662Q1058;IT;Verenigde Staten
TERUMO CORP;0,06;JP3546800008;Gezondheidszorg;Japan
TRANSURBAN GROUP STAPLED UNITS;0,06;AU000000TCL6;Industrie;Australië
PHILLIPS;0,06;US7185461040;Energie;Verenigde Staten
ORIENTAL LAND LTD;0,06;JP3198900007;Luxe-consumentengoederen;Japan
HERMES INTERNATIONAL;0,06;FR0000052292;Luxe-consumentengoederen;Frankrijk
ZIMMER BIOMET HOLDINGS INC;0,06;US98956P1021;Gezondheidszorg;Verenigde Staten
E.ON N;0,06;DE000ENAG999;Nutsbedrijven;Duitsland
NORDEA BANK;0,06;FI4000297767;Financiële waarden;Zweden
LAFARGEHOLCIM LTD;0,06;CH0012214059;Materialen;Zwitserland
M3 INC;0,06;JP3435750009;Gezondheidszorg;Japan
PARKER-HANNIFIN CORP;0,06;US7010941042;Industrie;Verenigde Staten
SEVEN & I HOLDINGS LTD;0,06;JP3422950000;Basis-consumentengoederen;Japan
BEST BUY INC;0,06;US0865161014;Luxe-consumentengoederen;Verenigde Staten
FASTENAL;0,06;US3119001044;Industrie;Verenigde Staten
GENMAB;0,06;DK0010272202;Gezondheidszorg;Denemarken
KINDER MORGAN INC;0,06;US49456B1017;Energie;Verenigde Staten
ENGIE SA;0,06;FR0010208488;Nutsbedrijven;Frankrijk
MCCORMICK & CO NON-VOTING INC;0,06;US5797802064;Basis-consumentengoederen;Verenigde Staten
OTIS WORLDWIDE CORP;0,06;US68902V1070;Industrie;Verenigde Staten
MATCH GROUP INC;0,06;US57667L1070;Communicatie;Verenigde Staten
BALL CORP;0,06;US0584981064;Materialen;Verenigde Staten
CORNING INC;0,06;US2193501051;IT;Verenigde Staten
SCHLUMBERGER NV;0,06;AN8068571086;Energie;Verenigde Staten
AMERICAN INTERNATIONAL GROUP INC;0,06;US0268747849;Financiële waarden;Verenigde Staten
ARCHER DANIELS MIDLAND;0,06;US0394831020;Basis-consumentengoederen;Verenigde Staten
OKTA INC CLASS A;0,06;US6792951054;IT;Verenigde Staten
STATE STREET CORP;0,06;US8574771031;Financiële waarden;Verenigde Staten
WHEATON PRECIOUS METALS CORP;0,06;CA9628791027;Materialen;Canada
NOKIA;0,05;FI0009000681;IT;Finland
HILTON WORLDWIDE HOLDINGS INC;0,05;US43300A2033;Luxe-consumentengoederen;Verenigde Staten
SWISS RE AG;0,05;CH0126881561;Financiële waarden;Zwitserland
AFLAC INC;0,05;US0010551028;Financiële waarden;Verenigde Staten
DASSAULT SYSTEMES;0,05;FR0000130650;IT;Frankrijk
CARRIER GLOBAL CORP;0,05;US14448C1045;Industrie;Verenigde Staten
NESTE;0,05;FI0009013296;Energie;Finland
FERRARI NV;0,05;NL0011585146;Luxe-consumentengoederen;Italië
BROWN FORMAN CORP CLASS B;0,05;US1156372096;Basis-consumentengoederen;Verenigde Staten
AMERICAN WATER WORKS INC;0,05;US0304201033;Nutsbedrijven;Verenigde Staten
ORSTED;0,05;DK0060094928;Nutsbedrijven;Denemarken
WELLTOWER INC;0,05;US95040Q1040;Vastgoed;Verenigde Staten
EOG RESOURCES INC;0,05;US26875P1012;Energie;Verenigde Staten
DBS GROUP HOLDINGS LTD;0,05;SG1L01001701;Financiële waarden;Singapore
FUJITSU LTD;0,05;JP3818000006;IT;Japan
LLOYDS BANKING GROUP PLC;0,05;GB0008706128;Financiële waarden;Verenigd Koninkrijk
RWE AG;0,05;DE0007037129;Nutsbedrijven;Duitsland
MCKESSON CORP;0,05;US58155Q1031;Gezondheidszorg;Verenigde Staten
XILINX INC;0,05;US9839191015;IT;Verenigde Staten
SUN LIFE FINANCIAL INC;0,05;CA8667961053;Financiële waarden;Canada
BARCLAYS PLC;0,05;GB0031348658;Financiële waarden;Verenigd Koninkrijk
ASSA ABLOY B;0,05;SE0007100581;Industrie;Zweden
WILLIAMS INC;0,05;US9694571004;Energie;Verenigde Staten
BMW AG;0,05;DE0005190003;Luxe-consumentengoederen;Duitsland
D R HORTON INC;0,05;US23331A1097;Luxe-consumentengoederen;Verenigde Staten
RIO TINTO LTD;0,05;AU000000RIO1;Materialen;Australië
SUNCOR ENERGY INC;0,05;CA8672241079;Energie;Canada
CHURCH AND DWIGHT INC;0,05;US1713401024;Basis-consumentengoederen;Verenigde Staten
SHISEIDO LTD;0,05;JP3351600006;Basis-consumentengoederen;Japan
ALEXION PHARMACEUTICALS INC;0,05;US0153511094;Gezondheidszorg;Verenigde Staten
LEGRAND SA;0,05;FR0010307819;Industrie;Frankrijk
VIVENDI SA;0,05;FR0000127771;Communicatie;Frankrijk
CONSTELLATION SOFTWARE INC;0,05;CA21037X1006;IT;Canada
ALIGN TECHNOLOGY INC;0,05;US0162551016;Gezondheidszorg;Verenigde Staten
SANDVIK;0,05;SE0000667891;Industrie;Zweden
DTE ENERGY;0,05;US2333311072;Nutsbedrijven;Verenigde Staten
BAE SYSTEMS PLC;0,05;GB0002634946;Industrie;Verenigd Koninkrijk
APTIV PLC;0,05;JE00B783TY65;Luxe-consumentengoederen;Verenigde Staten
OVERSEA-CHINESE BANKING LTD;0,05;SG1S04926220;Financiële waarden;Singapore
GOODMAN GROUP UNITS;0,05;AU000000GMG2;Vastgoed;Australië
METTLER TOLEDO INC;0,05;US5926881054;Gezondheidszorg;Verenigde Staten
ALEXANDRIA REAL ESTATE EQUITIES RE;0,05;US0152711091;Vastgoed;Verenigde Staten
TRANSDIGM GROUP INC;0,05;US8936411003;Industrie;Verenigde Staten
CANADIAN NATURAL RESOURCES LTD;0,05;CA1363851017;Energie;Canada
CONSOLIDATED EDISON INC;0,05;US2091151041;Nutsbedrijven;Verenigde Staten
STANLEY BLACK & DECKER INC;0,05;US8545021011;Industrie;Verenigde Staten
GLENCORE PLC;0,05;JE00B4T3BW64;Materialen;Verenigd Koninkrijk
EISAI LTD;0,05;JP3160400002;Gezondheidszorg;Japan
SKYWORKS SOLUTIONS INC;0,05;US83088M1027;IT;Verenigde Staten
CELLNEX TELECOM SA;0,05;ES0105066007;Communicatie;Spanje
AMETEK INC;0,05;US0311001004;Industrie;Verenigde Staten
PAYCHEX INC;0,05;US7043261079;IT;Verenigde Staten
MARATHON PETROLEUM CORP;0,05;US56585A1025;Energie;Verenigde Staten
WOLTERS KLUWER NV;0,05;NL0000395903;Industrie;Nederland
OLYMPUS CORP;0,05;JP3201200007;Gezondheidszorg;Japan
HEINEKEN NV;0,05;NL0000009165;Basis-consumentengoederen;Nederland
MARVELL TECHNOLOGY GROUP LTD;0,05;BMG5876H1051;IT;Verenigde Staten
VERISIGN INC;0,05;US92343E1029;IT;Verenigde Staten
ENI;0,05;IT0003132476;Energie;Italië
CORTEVA INC;0,05;US22052L1044;Materialen;Verenigde Staten
FORTESCUE METALS GROUP LTD;0,05;AU000000FMG4;Materialen;Australië
AVALONBAY COMMUNITIES REIT INC;0,05;US0534841012;Vastgoed;Verenigde Staten
FREEPORT MCMORAN INC;0,05;US35671D8570;Materialen;Verenigde Staten
PALO ALTO NETWORKS INC;0,05;US6974351057;IT;Verenigde Staten
VALERO ENERGY CORP;0,05;US91913Y1001;Energie;Verenigde Staten
HEXAGON B;0,05;SE0000103699;IT;Zweden
CAPGEMINI;0,05;FR0000125338;IT;Frankrijk
VF CORP;0,05;US9182041080;Luxe-consumentengoederen;Verenigde Staten
FERGUSON LTD;0,05;JE00BJVNSS43;Industrie;Verenigd Koninkrijk
HERSHEY FOODS;0,05;US4278661081;Basis-consumentengoederen;Verenigde Staten
JAPAN TOBACCO INC;0,05;JP3726800000;Basis-consumentengoederen;Japan
COPART INC;0,05;US2172041061;Industrie;Verenigde Staten
SIMON PROPERTY GROUP REIT INC;0,05;US8288061091;Vastgoed;Verenigde Staten
WEYERHAEUSER REIT;0,05;US9621661043;Vastgoed;Verenigde Staten
EQUITY RESIDENTIAL REIT;0,05;US29476L1070;Vastgoed;Verenigde Staten
UNICREDIT;0,05;IT0005239360;Financiële waarden;Italië
REPUBLIC SERVICES INC;0,05;US7607591002;Industrie;Verenigde Staten
CERNER CORP;0,05;US1567821046;Gezondheidszorg;Verenigde Staten
FORTIVE CORP;0,05;US34959J1088;Industrie;Verenigde Staten
AKZO NOBEL NV;0,05;NL0013267909;Materialen;Nederland
LENNAR A CORP;0,05;US5260571048;Luxe-consumentengoederen;Verenigde Staten
REALTY INCOME REIT CORP;0,04;US7561091049;Vastgoed;Verenigde Staten
COLOPLAST B;0,04;DK0060448595;Gezondheidszorg;Denemarken
FLUTTER ENTERTAINMENT PLC;0,04;IE00BWT6H894;Luxe-consumentengoederen;Ierland
CENTRAL JAPAN RAILWAY;0,04;JP3566800003;Industrie;Japan
ORANGE SA;0,04;FR0000133308;Communicatie;Frankrijk
RINGCENTRAL INC CLASS A;0,04;US76680R2067;IT;Verenigde Staten
PPL CORP;0,04;US69351T1060;Nutsbedrijven;Verenigde Staten
KYOCERA CORP;0,04;JP3249600002;IT;Japan
BANCO BILBAO VIZCAYA ARGENTARIA SA;0,04;ES0113211835;Financiële waarden;Spanje
KRAFT HEINZ;0,04;US5007541064;Basis-consumentengoederen;Verenigde Staten
HENKEL & KGAA PREF AG;0,04;DE0006048432;Basis-consumentengoederen;Duitsland
NUTRIEN LTD;0,04;CA67077M1086;Materialen;Canada
LAS VEGAS SANDS CORP;0,04;US5178341070;Luxe-consumentengoederen;Verenigde Staten
COMPAGNIE DE SAINT GOBAIN SA;0,04;FR0000125007;Industrie;Frankrijk
EPAM SYSTEMS INC;0,04;US29414B1044;IT;Verenigde Staten
ESSITY CLASS B;0,04;SE0009922164;Basis-consumentengoederen;Zweden
GEBERIT AG;0,04;CH0030170408;Industrie;Zwitserland
FLEETCOR TECHNOLOGIES INC;0,04;US3390411052;IT;Verenigde Staten
DOLLAR TREE INC;0,04;US2567461080;Luxe-consumentengoederen;Verenigde Staten
KERRY GROUP PLC;0,04;IE0004906560;Basis-consumentengoederen;Ierland
TYSON FOODS INC CLASS A;0,04;US9024941034;Basis-consumentengoederen;Verenigde Staten
CARMAX INC;0,04;US1431301027;Luxe-consumentengoederen;Verenigde Staten
NORTHERN TRUST CORP;0,04;US6658591044;Financiële waarden;Verenigde Staten
EAST JAPAN RAILWAY;0,04;JP3783600004;Industrie;Japan
CONAGRA BRANDS INC;0,04;US2058871029;Basis-consumentengoederen;Verenigde Staten
UPM-KYMMENE;0,04;FI0009005987;Materialen;Finland
EQUIFAX INC;0,04;US2944291051;Industrie;Verenigde Staten
ARTHUR J GALLAGHER;0,04;US3635761097;Financiële waarden;Verenigde Staten
MERCK;0,04;DE0006599905;Gezondheidszorg;Duitsland
CROWDSTRIKE HOLDINGS INC CLASS A;0,04;US22788C1053;IT;Verenigde Staten
MICHELIN;0,04;FR0000121261;Luxe-consumentengoederen;Frankrijk
KOMATSU LTD;0,04;JP3304200003;Industrie;Japan
PELOTON INTERACTIVE CLASS A INC;0,04;US70614W1009;Luxe-consumentengoederen;Verenigde Staten
SNAP INC CLASS A;0,04;US83304A1060;Communicatie;Verenigde Staten
AMERIPRISE FINANCE INC;0,04;US03076C1062;Financiële waarden;Verenigde Staten
LABORATORY CORPORATION OF AMERICA;0,04;US50540R4092;Gezondheidszorg;Verenigde Staten
LYONDELLBASELL INDUSTRIES NV CLASS;0,04;NL0009434992;Materialen;Verenigde Staten
SSE PLC;0,04;GB0007908733;Nutsbedrijven;Verenigd Koninkrijk
FRESENIUS MEDICAL CARE AG;0,04;DE0005785802;Gezondheidszorg;Duitsland
DENSO CORP;0,04;JP3551500006;Luxe-consumentengoederen;Japan
MAXIM INTEGRATED PRODUCTS INC;0,04;US57772K1016;IT;Verenigde Staten
FUJIFILM HOLDINGS CORP;0,04;JP3814000000;IT;Japan
DEUTSCHE BANK AG;0,04;DE0005140008;Financiële waarden;Duitsland
SEATTLE GENETICS INC;0,04;US8125781026;Gezondheidszorg;Verenigde Staten
WEST PHARMACEUTICAL SERVICES INC;0,04;US9553061055;Gezondheidszorg;Verenigde Staten
TELEFONICA SA;0,04;ES0178430E18;Communicatie;Spanje
PANASONIC CORP;0,04;JP3866800000;Luxe-consumentengoederen;Japan
TAKE TWO INTERACTIVE SOFTWARE INC;0,04;US8740541094;Communicatie;Verenigde Staten
EDISON INTERNATIONAL;0,04;US2810201077;Nutsbedrijven;Verenigde Staten
CITRIX SYSTEMS INC;0,04;US1773761002;IT;Verenigde Staten
DEUTSCHE WOHNEN;0,04;DE000A0HN5C6;Vastgoed;Duitsland
KUBOTA CORP;0,04;JP3266400005;Industrie;Japan
COUPA SOFTWARE INC;0,04;US22266L1061;IT;Verenigde Staten
DISCOVER FINANCIAL SERVICES;0,04;US2547091080;Financiële waarden;Verenigde Staten
KANSAS CITY SOUTHERN;0,04;US4851703029;Industrie;Verenigde Staten
AGNICO EAGLE MINES LTD;0,04;CA0084741085;Materialen;Canada
FRESENIUS SE AND CO KGAA;0,04;DE0005785604;Gezondheidszorg;Duitsland
BRIDGESTONE CORP;0,04;JP3830800003;Luxe-consumentengoederen;Japan
OLD DOMINION FREIGHT LINE INC;0,04;US6795801009;Industrie;Verenigde Staten
PARTNERS GROUP HOLDING AG;0,04;CH0024608827;Financiële waarden;Zwitserland
FIRST REPUBLIC BANK;0,04;US33616C1009;Financiële waarden;Verenigde Staten
AMEREN CORP;0,04;US0236081024;Nutsbedrijven;Verenigde Staten
PIONEER NATURAL RESOURCE;0,04;US7237871071;Energie;Verenigde Staten
MITSUI FUDOSAN LTD;0,04;JP3893200000;Vastgoed;Japan
COOPER INC;0,04;US2166484020;Gezondheidszorg;Verenigde Staten
GALAXY ENTERTAINMENT GROUP LTD;0,04;HK0027032686;Luxe-consumentengoederen;Hong Kong
KEYSIGHT TECHNOLOGIES INC;0,04;US49338L1035;IT;Verenigde Staten
SAMPO;0,04;FI0009003305;Financiële waarden;Finland
STMICROELECTRONICS NV;0,04;NL0000226223;IT;Frankrijk
TECHTRONIC INDUSTRIES LTD;0,04;HK0669013440;Industrie;Hong Kong
TRADE DESK INC CLASS A;0,04;US88339J1051;IT;Verenigde Staten
ENTERGY CORP;0,04;US29364G1031;Nutsbedrijven;Verenigde Staten
CARLSBERG AS CL B;0,04;DK0010181759;Basis-consumentengoederen;Denemarken
INTERNATIONAL PAPER;0,04;US4601461035;Materialen;Verenigde Staten
AMCOR PLC;0,04;JE00BJ1F3079;Materialen;Verenigde Staten
AKAMAI TECHNOLOGIES INC;0,04;US00971T1016;IT;Verenigde Staten
KKR AND CO INC;0,04;US48251W1045;Financiële waarden;Verenigde Staten
COLES GROUP LTD;0,04;AU0000030678;Basis-consumentengoederen;Australië
SHIONOGI LTD;0,04;JP3347200002;Gezondheidszorg;Japan
Z HOLDINGS CORP;0,04;JP3933800009;Communicatie;Japan
NEWCREST MINING LTD;0,04;AU000000NCM7;Materialen;Australië
CLP HOLDINGS LTD;0,04;HK0002007356;Nutsbedrijven;Hong Kong
FIFTH THIRD BANCORP;0,04;US3167731005;Financiële waarden;Verenigde Staten
TRANSUNION;0,04;US89400J1079;Industrie;Verenigde Staten
CANON INC;0,04;JP3242800005;IT;Japan
MITSUBISHI ESTATE CO LTD;0,04;JP3899600005;Vastgoed;Japan
KELLOGG;0,04;US4878361082;Basis-consumentengoederen;Verenigde Staten
NATIONAL BANK OF CANADA;0,04;CA6330671034;Financiële waarden;Canada
CGI INC;0,04;CA12532H1047;IT;Canada
FORTIS INC;0,04;CA3495531079;Nutsbedrijven;Canada
SECOM LTD;0,04;JP3421800008;Industrie;Japan
ORIX CORP;0,04;JP3200450009;Financiële waarden;Japan
UNITED OVERSEAS BANK LTD;0,04;SG1M31001969;Financiële waarden;Singapore
MARKETAXESS HOLDINGS INC;0,04;US57060D1081;Financiële waarden;Verenigde Staten
DOVER CORP;0,04;US2600031080;Industrie;Verenigde Staten
WAYFAIR INC CLASS A;0,04;US94419L1017;Luxe-consumentengoederen;Verenigde Staten
VIACOMCBS INC CLASS B;0,04;US92556H2067;Communicatie;Verenigde Staten
MAGNA INTERNATIONAL INC;0,04;CA5592224011;Luxe-consumentengoederen;Canada
SUZUKI MOTOR CORP;0,04;JP3397200001;Luxe-consumentengoederen;Japan
MODERNA INC;0,04;US60770K1079;Gezondheidszorg;Verenigde Staten
UNICHARM CORP;0,04;JP3951600000;Basis-consumentengoederen;Japan
SMITH AND NEPHEW PLC;0,04;GB0009223206;Gezondheidszorg;Verenigd Koninkrijk
TELEPERFORMANCE;0,04;FR0000051807;Industrie;Frankrijk
NOMURA HOLDINGS INC;0,04;JP3762600009;Financiële waarden;Japan
HARTFORD FINANCIAL SERVICES GROUP;0,04;US4165151048;Financiële waarden;Verenigde Staten
SUN HUNG KAI PROPERTIES LTD;0,04;HK0016000132;Vastgoed;Hong Kong
ASSICURAZIONI GENERALI;0,04;IT0000062072;Financiële waarden;Italië
CK HUTCHISON HOLDINGS LTD;0,04;KYG217651051;Industrie;Hong Kong
LEGAL AND GENERAL GROUP PLC;0,04;GB0005603997;Financiële waarden;Verenigd Koninkrijk
TELEFLEX INC;0,04;US8793691069;Gezondheidszorg;Verenigde Staten
AMERISOURCEBERGEN CORP;0,04;US03073E1055;Gezondheidszorg;Verenigde Staten
VULCAN MATERIALS;0,04;US9291601097;Materialen;Verenigde Staten
OTSUKA HOLDINGS LTD;0,04;JP3188220002;Gezondheidszorg;Japan
WW GRAINGER INC;0,04;US3848021040;Industrie;Verenigde Staten
ROKU INC CLASS A;0,04;US77543R1023;Communicatie;Verenigde Staten
SKANDINAVISKA ENSKILDA BANKEN;0,04;SE0000148884;Financiële waarden;Zweden
FORTINET INC;0,04;US34959E1091;IT;Verenigde Staten
IMPERIAL BRANDS PLC;0,04;GB0004544929;Basis-consumentengoederen;Verenigd Koninkrijk
EDP ENERGIAS DE PORTUGAL SA;0,04;PTEDP0AM0009;Nutsbedrijven;Portugal
QORVO INC;0,04;US74736K1016;IT;Verenigde Staten
VARIAN MEDICAL SYSTEMS INC;0,04;US92220P1057;Gezondheidszorg;Verenigde Staten
MID AMERICA APARTMENT COMMUNITIES;0,04;US59522J1034;Vastgoed;Verenigde Staten
LINK REAL ESTATE INVESTMENT TRUST;0,03;HK0823032773;Vastgoed;Hong Kong
JAPAN EXCHANGE GROUP INC;0,03;JP3183200009;Financiële waarden;Japan
KIRIN HOLDINGS LTD;0,03;JP3258000003;Basis-consumentengoederen;Japan
ASHTEAD GROUP PLC;0,03;GB0000536739;Industrie;Verenigd Koninkrijk
CMS ENERGY CORP;0,03;US1258961002;Nutsbedrijven;Verenigde Staten
HOLOGIC INC;0,03;US4364401012;Gezondheidszorg;Verenigde Staten
SWEDBANK;0,03;SE0000242455;Financiële waarden;Zweden
FERROVIAL SA;0,03;ES0118900010;Industrie;Spanje
CARDINAL HEALTH INC;0,03;US14149Y1082;Gezondheidszorg;Verenigde Staten
MASCO CORP;0,03;US5745991068;Industrie;Verenigde Staten
DELL TECHNOLOGIES INC CLASS C;0,03;US24703L2025;IT;Verenigde Staten
SEGRO REIT PLC;0,03;GB00B5ZN1N88;Vastgoed;Verenigd Koninkrijk
AEON LTD;0,03;JP3388200002;Basis-consumentengoederen;Japan
SUN COMMUNITIES REIT INC;0,03;US8666741041;Vastgoed;Verenigde Staten
SOMPO HOLDINGS INC;0,03;JP3165000005;Financiële waarden;Japan
RESTAURANTS BRANDS INTERNATIONAL I;0,03;CA76131D1033;Luxe-consumentengoederen;Canada
STANDARD CHARTERED PLC;0,03;GB0004082847;Financiële waarden;Verenigd Koninkrijk
CDW CORP;0,03;US12514G1085;IT;Verenigde Staten
CBRE GROUP INC CLASS A;0,03;US12504L1098;Vastgoed;Verenigde Staten
BROADRIDGE FINANCIAL SOLUTIONS INC;0,03;US11133T1034;IT;Verenigde Staten
DAI-ICHI LIFE HOLDINGS INC;0,03;JP3476480003;Financiële waarden;Japan
WOODSIDE PETROLEUM LTD;0,03;AU000000WPL2;Energie;Australië
SYMRISE AG;0,03;DE000SYM9999;Materialen;Duitsland
INCYTE CORP;0,03;US45337C1027;Gezondheidszorg;Verenigde Staten
SVENSKA HANDELSBANKEN-A SHS;0,03;SE0007100599;Financiële waarden;Zweden
SONOVA HOLDING AG;0,03;CH0012549785;Gezondheidszorg;Zwitserland
NITORI HOLDINGS LTD;0,03;JP3756100008;Luxe-consumentengoederen;Japan
FIRSTENERGY CORP;0,03;US3379321074;Nutsbedrijven;Verenigde Staten
QUEST DIAGNOSTICS INC;0,03;US74834L1008;Gezondheidszorg;Verenigde Staten
CHECK POINT SOFTWARE TECHNOLOGIES;0,03;IL0010824113;IT;Israël
HONG KONG AND CHINA GAS LTD;0,03;HK0003000038;Nutsbedrijven;Hong Kong
TRACTOR SUPPLY;0,03;US8923561067;Luxe-consumentengoederen;Verenigde Staten
EQUINOR;0,03;NO0010096985;Energie;Noorwegen
SWISS LIFE HOLDING AG;0,03;CH0014852781;Financiële waarden;Zwitserland
NVR INC;0,03;US62944T1051;Luxe-consumentengoederen;Verenigde Staten
ALLIANT ENERGY CORP;0,03;US0188021085;Nutsbedrijven;Verenigde Staten
UNITED RENTALS INC;0,03;US9113631090;Industrie;Verenigde Staten
NUCOR CORP;0,03;US6703461052;Materialen;Verenigde Staten
INVITATION HOMES INC;0,03;US46187W1071;Vastgoed;Verenigde Staten
VENTAS REIT INC;0,03;US92276F1003;Vastgoed;Verenigde Staten
DUKE REALTY REIT CORP;0,03;US2644115055;Vastgoed;Verenigde Staten
EXPEDITORS INTERNATIONAL OF WASHIN;0,03;US3021301094;Industrie;Verenigde Staten
MARKEL CORP;0,03;US5705351048;Financiële waarden;Verenigde Staten
STERIS;0,03;IE00BFY8C754;Gezondheidszorg;Verenigde Staten
ROGERS COMMUNICATIONS NON-VOTING I;0,03;CA7751092007;Communicatie;Canada
E TRADE FINANCIAL CORP;0,03;US2692464017;Financiële waarden;Verenigde Staten
DAIWA HOUSE INDUSTRY LTD;0,03;JP3505000004;Vastgoed;Japan
KIRKLAND LAKE GOLD LTD;0,03;CA49741E1007;Materialen;Canada
CELANESE CORP;0,03;US1508701034;Materialen;Verenigde Staten
SWEDISH MATCH;0,03;SE0000310336;Basis-consumentengoederen;Zweden
SHIMANO INC;0,03;JP3358000002;Luxe-consumentengoederen;Japan
TELADOC HEALTH INC;0,03;US87918A1051;Gezondheidszorg;Verenigde Staten
ATLAS COPCO SERIES B;0,03;SE0011166628;Industrie;Zweden
FMC CORP;0,03;US3024913036;Materialen;Verenigde Staten
HENNES & MAURITZ;0,03;SE0000106270;Luxe-consumentengoederen;Zweden
NASDAQ INC;0,03;US6311031081;Financiële waarden;Verenigde Staten
DOMINOS PIZZA INC;0,03;US25754A2015;Luxe-consumentengoederen;Verenigde Staten
SCHINDLER HOLDING PAR AG;0,03;CH0024638196;Industrie;Zwitserland
SYSMEX CORP;0,03;JP3351100007;Gezondheidszorg;Japan
DNB;0,03;NO0010031479;Financiële waarden;Noorwegen
PINTEREST INC CLASS A;0,03;US72352L1061;Communicatie;Verenigde Staten
BURLINGTON STORES INC;0,03;US1220171060;Luxe-consumentengoederen;Verenigde Staten
M&T BANK CORP;0,03;US55261F1049;Financiële waarden;Verenigde Staten
LIBERTY BROADBAND CORP SERIES C;0,03;US5303073051;Communicatie;Verenigde Staten
XYLEM INC;0,03;US98419M1009;Industrie;Verenigde Staten
SS AND C TECHNOLOGIES HOLDINGS INC;0,03;US78467J1007;IT;Verenigde Staten
CINCINNATI FINANCIAL CORP;0,03;US1720621010;Financiële waarden;Verenigde Staten
REGIONS FINANCIAL CORP;0,03;US7591EP1005;Financiële waarden;Verenigde Staten
NORTONLIFELOCK INC;0,03;US6687711084;IT;Verenigde Staten
NEC CORP;0,03;JP3733000008;IT;Japan
EXPEDIA GROUP INC;0,03;US30212P3038;Luxe-consumentengoederen;Verenigde Staten
GENUINE PARTS;0,03;US3724601055;Luxe-consumentengoederen;Verenigde Staten
EXTRA SPACE STORAGE REIT INC;0,03;US30225T1025;Vastgoed;Verenigde Staten
MS&AD INSURANCE GROUP HOLDINGS INC;0,03;JP3890310000;Financiële waarden;Japan
SINGAPORE TELECOMMUNICATIONS LTD;0,03;SG1T75931496;Communicatie;Singapore
PRINCIPAL FINANCIAL GROUP INC;0,03;US74251V1026;Financiële waarden;Verenigde Staten
ESSEX PROPERTY TRUST REIT INC;0,03;US2971781057;Vastgoed;Verenigde Staten
SARTORIUS PREF AG;0,03;DE0007165631;Gezondheidszorg;Duitsland
HEALTHPEAK PROPERTIES INC;0,03;US42250P1030;Vastgoed;Verenigde Staten
KEYCORP;0,03;US4932671088;Financiële waarden;Verenigde Staten
PAYCOM SOFTWARE INC;0,03;US70432V1026;IT;Verenigde Staten
TRIMBLE INC;0,03;US8962391004;IT;Verenigde Staten
UCB SA;0,03;BE0003739530;Gezondheidszorg;België
ARISTOCRAT LEISURE LTD;0,03;AU000000ALL7;Luxe-consumentengoederen;Australië
PERKINELMER INC;0,03;US7140461093;Gezondheidszorg;Verenigde Staten
HALLIBURTON;0,03;US4062161017;Energie;Verenigde Staten
NOVOZYMES B;0,03;DK0060336014;Materialen;Denemarken
HANNOVER RUECK;0,03;DE0008402215;Financiële waarden;Duitsland
OCADO GROUP PLC;0,03;GB00B3MBS747;Luxe-consumentengoederen;Verenigd Koninkrijk
CH ROBINSON WORLDWIDE INC;0,03;US12541W2098;Industrie;Verenigde Staten
CATALENT INC;0,03;US1488061029;Gezondheidszorg;Verenigde Staten
SUMITOMO CORP;0,03;JP3404600003;Industrie;Japan
SWISSCOM AG;0,03;CH0008742519;Communicatie;Zwitserland
HEWLETT PACKARD ENTERPRISE;0,03;US42824C1099;IT;Verenigde Staten
QIAGEN NV;0,03;NL0012169213;Gezondheidszorg;Duitsland
AVIVA PLC;0,03;GB0002162385;Financiële waarden;Verenigd Koninkrijk
EDENRED SA;0,03;FR0010908533;IT;Frankrijk
INTERNATIONAL FLAVORS & FRAGRANCES;0,03;US4595061015;Materialen;Verenigde Staten
